State,Year,Fuel_Consumption (Million Liters),Income (Crore INR),Fuel_Price (INR per Liter),Population,Vehicle_Type
Himachal Pradesh,1993,28.91,170330.97,12.2,80968842,Heavy Vehicle
Himachal Pradesh,1994,48.09,141713.28,13.6,53056411,Two-Wheeler
Himachal Pradesh,1994,37.66,14851.12,13.6,44658941,Four-Wheeler
Himachal Pradesh,1994,19.69,95052.49,13.6,5452123,Heavy Vehicle
Himachal Pradesh,1995,27.23,84677.82,15.0,91369456,Two-Wheeler
Himachal Pradesh,1995,91.79,13841.74,15.0,24033909,Four-Wheeler
Himachal Pradesh,1995,57.32,41450.32,15.0,67293958,Heavy Vehicle
Himachal Pradesh,1996,47.47,89648.49,16.4,58161362,Two-Wheeler
Himachal Pradesh,1996,57.29,109355.99,16.4,17836146,Four-Wheeler
Himachal Pradesh,1996,62.78,78361.17,16.4,56960017,Heavy Vehicle
Himachal Pradesh,1997,4.25,77401.63,17.8,56273751,Two-Wheeler
Himachal Pradesh,1997,70.75,55422.01,17.8,82089803,Four-Wheeler
Himachal Pradesh,1997,6.91,5694.13,17.8,38006600,Heavy Vehicle
Himachal Pradesh,1998,3.86,173291.95,19.2,19843048,Two-Wheeler
Himachal Pradesh,1998,66.63,38618.22,19.2,75287220,Four-Wheeler
Himachal Pradesh,1998,72.63,188509.57,19.2,59834273,Heavy Vehicle
Himachal Pradesh,1999,42.42,155937.76,20.6,10621341,Two-Wheeler
Himachal Pradesh,1999,25.84,187703.17,20.6,67779389,Four-Wheeler
Himachal Pradesh,1999,73.6,72085.85,20.6,57997069,Heavy Vehicle
Himachal Pradesh,2000,58.83,62792.14,22.0,62525235,Two-Wheeler
Himachal Pradesh,2000,65.27,106585.03,22.0,48856654,Four-Wheeler
Himachal Pradesh,2000,22.56,61212.49,22.0,58861663,Heavy Vehicle
Himachal Pradesh,2001,1.24,125001.36,24.8,91736078,Two-Wheeler
Himachal Pradesh,2001,5.16,68340.97,24.8,2930643,Four-Wheeler
Himachal Pradesh,2001,72.74,112809.1,24.8,29077017,Heavy Vehicle
Himachal Pradesh,2002,57.75,51747.56,27.6,48995234,Two-Wheeler
Himachal Pradesh,2002,9.16,154315.97,27.6,16837983,Four-Wheeler
Himachal Pradesh,2002,54.65,46138.48,27.6,91777565,Heavy Vehicle
Himachal Pradesh,2003,63.17,158580.94,30.4,72589072,Two-Wheeler
Himachal Pradesh,2003,72.98,16309.25,30.4,29713197,Four-Wheeler
Himachal Pradesh,2003,58.45,79125.73,30.4,90175402,Heavy Vehicle
Himachal Pradesh,2004,63.71,40400.03,33.2,53613617,Two-Wheeler
Himachal Pradesh,2004,77.28,15563.33,33.2,12821846,Four-Wheeler
Himachal Pradesh,2004,40.24,133015.04,33.2,2026201,Heavy Vehicle
Himachal Pradesh,2005,56.77,90279.11,36.0,71036701,Two-Wheeler
Himachal Pradesh,2005,84.15,64924.14,36.0,2596768,Four-Wheeler
Himachal Pradesh,2005,61.39,64961.67,36.0,96569610,Heavy Vehicle
Himachal Pradesh,2006,32.78,136105.83,38.8,15578609,Two-Wheeler
Himachal Pradesh,2006,44.39,181930.72,38.8,27181785,Four-Wheeler
Himachal Pradesh,2006,77.99,94152.87,38.8,57185134,Heavy Vehicle
Himachal Pradesh,2007,21.83,85911.51,41.6,29020174,Two-Wheeler
Himachal Pradesh,2007,96.12,178294.79,41.6,88277114,Four-Wheeler
Himachal Pradesh,2007,50.74,37005.79,41.6,34442638,Heavy Vehicle
Himachal Pradesh,2008,79.73,86150.51,44.4,654585,Two-Wheeler
Himachal Pradesh,2008,56.91,66373.62,44.4,5692647,Four-Wheeler
Himachal Pradesh,2008,53.1,24402.11,44.4,40880299,Heavy Vehicle
Himachal Pradesh,2009,76.63,173095.97,47.2,68190188,Two-Wheeler
Himachal Pradesh,2009,27.02,21417.15,47.2,56552220,Four-Wheeler
Himachal Pradesh,2009,66.17,166223.75,47.2,84516537,Heavy Vehicle
Himachal Pradesh,2010,66.99,182361.76,50.0,10071285,Two-Wheeler
Himachal Pradesh,2010,8.17,49589.61,50.0,29118187,Four-Wheeler
Himachal Pradesh,2010,87.4,141727.43,50.0,75451498,Heavy Vehicle
Himachal Pradesh,2011,67.91,44562.54,52.0,16952685,Two-Wheeler
Himachal Pradesh,2011,33.51,110825.47,52.0,17338959,Four-Wheeler
Himachal Pradesh,2011,34.13,112393.35,52.0,54208276,Heavy Vehicle
Himachal Pradesh,2012,32.75,170910.34,54.0,2763838,Two-Wheeler
Himachal Pradesh,2012,80.18,128205.17,54.0,42110290,Four-Wheeler
Himachal Pradesh,2012,44.99,76268.21,54.0,8384643,Heavy Vehicle
Himachal Pradesh,2013,48.52,72056.52,56.0,2530560,Two-Wheeler
Himachal Pradesh,2013,98.14,198764.01,56.0,6237884,Four-Wheeler
Himachal Pradesh,2013,80.13,147626.59,56.0,31611443,Heavy Vehicle
Himachal Pradesh,2014,61.34,195201.26,58.0,67924942,Two-Wheeler
Himachal Pradesh,2014,8.54,10583.67,58.0,12566838,Four-Wheeler
Himachal Pradesh,2014,82.91,47070.52,58.0,79385072,Heavy Vehicle
Himachal Pradesh,2015,62.69,61078.49,60.0,61509276,Two-Wheeler
Himachal Pradesh,2015,75.22,155052.22,60.0,28242759,Four-Wheeler
Himachal Pradesh,2015,19.29,164118.09,60.0,74110513,Heavy Vehicle
Himachal Pradesh,2016,56.83,164891.06,62.0,94119764,Two-Wheeler
Himachal Pradesh,2016,38.39,178922.05,62.0,72351550,Four-Wheeler
Himachal Pradesh,2016,42.91,118082.76,62.0,49003664,Heavy Vehicle
Himachal Pradesh,2017,75.48,76540.24,64.0,35716435,Two-Wheeler
Himachal Pradesh,2017,56.49,68760.31,64.0,44997073,Four-Wheeler
Himachal Pradesh,2017,48.36,189705.83,64.0,45590443,Heavy Vehicle
Himachal Pradesh,2018,86.0,130120.05,66.0,34030477,Two-Wheeler
Himachal Pradesh,2018,69.62,53700.48,66.0,47158730,Four-Wheeler
Himachal Pradesh,2018,75.86,99013.67,66.0,39608149,Heavy Vehicle
Himachal Pradesh,2019,45.95,58166.6,68.0,10363367,Two-Wheeler
Himachal Pradesh,2019,24.21,129256.97,68.0,46617950,Four-Wheeler
Himachal Pradesh,2019,57.85,131674.95,68.0,45364836,Heavy Vehicle
Himachal Pradesh,2020,34.9,48772.84,70.0,30995071,Two-Wheeler
Himachal Pradesh,2020,94.15,41425.91,70.0,1371157,Four-Wheeler
Himachal Pradesh,2020,71.44,2829.39,70.0,6920120,Heavy Vehicle
Himachal Pradesh,2021,86.12,38187.35,73.0,36154348,Two-Wheeler
Himachal Pradesh,2021,37.51,193011.75,73.0,57556655,Four-Wheeler
Himachal Pradesh,2021,43.92,46786.99,73.0,75454814,Heavy Vehicle
Himachal Pradesh,2022,28.55,102221.18,76.0,77679285,Two-Wheeler
Himachal Pradesh,2022,98.49,31087.74,76.0,7516637,Four-Wheeler
Himachal Pradesh,2022,41.15,152534.5,76.0,36842280,Heavy Vehicle
Himachal Pradesh,2023,78.04,11002.02,79.0,18258419,Two-Wheeler
Himachal Pradesh,2023,23.74,41644.41,79.0,23398372,Four-Wheeler
Himachal Pradesh,2023,69.66,172631.5,79.0,58660610,Heavy Vehicle
Himachal Pradesh,2024,62.82,156616.76,82.0,30049966,Two-Wheeler
Himachal Pradesh,2024,53.82,16682.43,82.0,5847419,Four-Wheeler
Himachal Pradesh,2024,33.59,28729.13,82.0,29396191,Heavy Vehicle
Himachal Pradesh,2025,13.77,88434.83,85.0,65494002,Two-Wheeler
Himachal Pradesh,2025,99.46,61712.33,85.0,88087392,Four-Wheeler
Himachal Pradesh,2025,13.54,97610.14,85.0,53475727,Heavy Vehicle
Himachal Pradesh,2026,25.28,46377.79,88.0,39721145,Two-Wheeler
Himachal Pradesh,2026,49.19,154099.95,88.0,45299088,Four-Wheeler
Himachal Pradesh,2026,36.94,89638.48,88.0,96787885,Heavy Vehicle
Himachal Pradesh,2027,97.49,67960.74,91.0,74025482,Two-Wheeler
Himachal Pradesh,2027,47.37,169301.23,91.0,72567363,Four-Wheeler
Himachal Pradesh,2027,58.54,90538.8,91.0,91619085,Heavy Vehicle
Himachal Pradesh,2028,51.17,72511.28,94.0,70481877,Two-Wheeler
Himachal Pradesh,2028,43.66,175210.93,94.0,89374389,Four-Wheeler
Himachal Pradesh,2028,72.77,22641.1,94.0,76816383,Heavy Vehicle
Himachal Pradesh,2029,34.18,58441.74,97.0,82078141,Two-Wheeler
Himachal Pradesh,2029,70.14,63871.96,97.0,29246139,Four-Wheeler
Himachal Pradesh,2029,92.45,41045.63,97.0,11999513,Heavy Vehicle
Himachal Pradesh,2030,5.78,42319.69,100.0,40469003,Two-Wheeler
Himachal Pradesh,2030,36.05,167590.86,100.0,54918548,Four-Wheeler
Himachal Pradesh,2030,88.68,93040.27,100.0,3693687,Heavy Vehicle
Himachal Pradesh,2031,24.46,16591.54,102.0,19167215,Two-Wheeler
Himachal Pradesh,2031,38.4,192681.48,102.0,76381187,Four-Wheeler
Himachal Pradesh,2031,49.94,143937.05,102.0,42789433,Heavy Vehicle
Himachal Pradesh,2032,59.3,72379.42,104.0,4920190,Two-Wheeler
Himachal Pradesh,2032,78.77,124311.92,104.0,45981764,Four-Wheeler
Himachal Pradesh,2032,62.38,122325.52,104.0,91247947,Heavy Vehicle
Himachal Pradesh,2033,36.08,53095.62,106.0,70658296,Two-Wheeler
Himachal Pradesh,2033,93.21,168782.67,106.0,92018782,Four-Wheeler
Himachal Pradesh,2033,16.82,6132.63,106.0,18588063,Heavy Vehicle
Himachal Pradesh,2034,74.78,18116.29,108.0,85838601,Two-Wheeler
Himachal Pradesh,2034,29.71,3966.59,108.0,49194650,Four-Wheeler
Himachal Pradesh,2034,39.19,12366.22,108.0,68184661,Heavy Vehicle
Himachal Pradesh,2035,93.73,57109.48,110.0,94965856,Two-Wheeler
Himachal Pradesh,2035,9.24,165205.54,110.0,37337023,Four-Wheeler
Himachal Pradesh,2035,80.53,66647.75,110.0,62709525,Heavy Vehicle
Himachal Pradesh,2036,72.59,142336.07,112.0,88061132,Two-Wheeler
Himachal Pradesh,2036,16.02,88697.53,112.0,1297293,Four-Wheeler
Himachal Pradesh,2036,54.1,108606.02,112.0,61987485,Heavy Vehicle
Himachal Pradesh,2037,82.75,80735.88,114.0,20067537,Two-Wheeler
Himachal Pradesh,2037,99.74,66074.87,114.0,33304877,Four-Wheeler
Himachal Pradesh,2037,65.94,163623.11,114.0,45312035,Heavy Vehicle
Himachal Pradesh,2038,82.34,109062.33,116.0,35475631,Two-Wheeler
Himachal Pradesh,2038,70.68,129675.4,116.0,57185955,Four-Wheeler
Himachal Pradesh,2038,97.13,177971.08,116.0,32751583,Heavy Vehicle
Himachal Pradesh,2039,87.46,1987.4,118.0,46013094,Two-Wheeler
Himachal Pradesh,2039,35.2,175288.87,118.0,24087509,Four-Wheeler
Himachal Pradesh,2039,11.36,37005.6,118.0,3804202,Heavy Vehicle
Himachal Pradesh,2040,73.15,91371.18,120.0,27341786,Two-Wheeler
Himachal Pradesh,2040,52.85,146543.97,120.0,43461131,Four-Wheeler
Himachal Pradesh,2040,81.43,152692.74,120.0,16707402,Heavy Vehicle
Himachal Pradesh,2041,88.67,114373.99,123.0,39998435,Two-Wheeler
Himachal Pradesh,2041,46.2,117989.59,123.0,37128858,Four-Wheeler
Himachal Pradesh,2041,8.93,122142.74,123.0,60819587,Heavy Vehicle
Himachal Pradesh,2042,93.53,93952.38,126.0,44196241,Two-Wheeler
Himachal Pradesh,2042,56.13,6777.76,126.0,82186450,Four-Wheeler
Himachal Pradesh,2042,23.9,100492.04,126.0,93031458,Heavy Vehicle
Himachal Pradesh,2043,47.7,74858.32,129.0,57569311,Two-Wheeler
Himachal Pradesh,2043,93.67,75523.98,129.0,13166363,Four-Wheeler
Himachal Pradesh,2043,49.07,127930.31,129.0,50756949,Heavy Vehicle
Himachal Pradesh,2044,30.52,154923.33,132.0,76602615,Two-Wheeler
Himachal Pradesh,2044,3.06,39060.22,132.0,90515653,Four-Wheeler
Himachal Pradesh,2044,78.45,141782.25,132.0,28102156,Heavy Vehicle
Himachal Pradesh,2045,48.38,100198.57,135.0,13948480,Two-Wheeler
Himachal Pradesh,2045,51.69,137741.07,135.0,44199363,Four-Wheeler
Himachal Pradesh,2045,75.14,24133.83,135.0,34614581,Heavy Vehicle
Himachal Pradesh,2046,6.77,12609.86,138.0,80568495,Two-Wheeler
Himachal Pradesh,2046,85.28,173118.88,138.0,24785979,Four-Wheeler
Himachal Pradesh,2046,58.64,71480.25,138.0,76799085,Heavy Vehicle
Himachal Pradesh,2047,73.65,108081.0,141.0,14313072,Two-Wheeler
Himachal Pradesh,2047,56.89,142924.56,141.0,76422620,Four-Wheeler
Himachal Pradesh,2047,20.45,14119.57,141.0,36509618,Heavy Vehicle
Himachal Pradesh,2048,67.83,180259.65,144.0,59380585,Two-Wheeler
Himachal Pradesh,2048,35.48,124948.67,144.0,56411297,Four-Wheeler
Himachal Pradesh,2048,3.99,130489.62,144.0,86859100,Heavy Vehicle
Himachal Pradesh,2049,74.83,142640.35,147.0,14786118,Two-Wheeler
Himachal Pradesh,2049,19.93,76777.53,147.0,11657264,Four-Wheeler
Himachal Pradesh,2049,87.59,184241.58,147.0,93792798,Heavy Vehicle
Himachal Pradesh,2050,4.3,144718.82,150.0,85702506,Two-Wheeler
Himachal Pradesh,2050,88.81,70283.15,150.0,63233272,Four-Wheeler
Himachal Pradesh,2050,72.44,46315.59,150.0,36226387,Heavy Vehicle
Jharkhand,1950,28.77,48329.14,1.5,68425955,Two-Wheeler
Jharkhand,1950,22.59,89720.19,1.5,15205251,Four-Wheeler
Jharkhand,1950,60.62,68345.23,1.5,80907654,Heavy Vehicle
Jharkhand,1951,97.87,38238.55,1.55,74516644,Two-Wheeler
Jharkhand,1951,20.94,117878.34,1.55,38650980,Four-Wheeler
Jharkhand,1951,53.46,24022.93,1.55,25301535,Heavy Vehicle
Jharkhand,1952,63.37,58062.39,1.6,15215757,Two-Wheeler
Jharkhand,1952,67.57,28326.09,1.6,61587077,Four-Wheeler
Jharkhand,1952,66.42,3798.89,1.6,51437338,Heavy Vehicle
Jharkhand,1953,84.56,53975.61,1.65,99995717,Two-Wheeler
Jharkhand,1953,53.47,93742.3,1.65,82539733,Four-Wheeler
Jharkhand,1953,59.56,164457.8,1.65,23635792,Heavy Vehicle
Jharkhand,1954,66.36,166774.83,1.7,75951050,Two-Wheeler
Jharkhand,1954,27.88,41641.15,1.7,3704870,Four-Wheeler
Jharkhand,1954,71.78,76072.35,1.7,82417793,Heavy Vehicle
Jharkhand,1955,80.76,18139.86,1.75,20436913,Two-Wheeler
Jharkhand,1955,26.18,73423.84,1.75,64506883,Four-Wheeler
Jharkhand,1955,72.84,9842.7,1.75,92419532,Heavy Vehicle
Jharkhand,1956,28.02,128436.2,1.8,28527036,Two-Wheeler
Jharkhand,1956,26.87,136650.72,1.8,30583101,Four-Wheeler
Jharkhand,1956,31.9,119526.05,1.8,18395141,Heavy Vehicle
Jharkhand,1957,91.56,91847.04,1.85,2853736,Two-Wheeler
Jharkhand,1957,41.49,111119.99,1.85,1773216,Four-Wheeler
Jharkhand,1957,72.97,185244.68,1.85,27650814,Heavy Vehicle
Jharkhand,1958,98.39,190908.57,1.9,18586402,Two-Wheeler
Jharkhand,1958,32.47,8523.83,1.9,74416358,Four-Wheeler
Jharkhand,1958,53.36,86382.06,1.9,97783798,Heavy Vehicle
Jharkhand,1959,14.85,57035.33,1.95,78747306,Two-Wheeler
Jharkhand,1959,99.53,179234.17,1.95,72257804,Four-Wheeler
Jharkhand,1959,48.2,151641.15,1.95,78710217,Heavy Vehicle
Jharkhand,1960,16.93,149338.01,2.0,91117898,Two-Wheeler
Jharkhand,1960,84.14,20922.19,2.0,81133859,Four-Wheeler
Jharkhand,1960,17.57,72476.97,2.0,49676820,Heavy Vehicle
Jharkhand,1961,18.29,162879.45,2.15,50169296,Two-Wheeler
Jharkhand,1961,21.04,37279.19,2.15,14322620,Four-Wheeler
Jharkhand,1961,96.88,18526.76,2.15,48454638,Heavy Vehicle
Jharkhand,1962,88.68,115831.01,2.3,10358703,Two-Wheeler
Jharkhand,1962,41.27,196620.8,2.3,78765532,Four-Wheeler
Jharkhand,1962,34.87,171157.11,2.3,76266453,Heavy Vehicle
Jharkhand,1963,67.64,153742.71,2.45,64752323,Two-Wheeler
Jharkhand,1963,37.9,125342.09,2.45,58520300,Four-Wheeler
Jharkhand,1963,12.37,49255.72,2.45,83467983,Heavy Vehicle
Jharkhand,1964,28.76,23961.9,2.6,75902827,Two-Wheeler
Jharkhand,1964,6.8,11718.45,2.6,38521373,Four-Wheeler
Jharkhand,1964,94.24,131645.71,2.6,45595136,Heavy Vehicle
Jharkhand,1965,39.11,152570.08,2.75,72472089,Two-Wheeler
Jharkhand,1965,55.43,33223.6,2.75,51357126,Four-Wheeler
Jharkhand,1965,1.13,132759.19,2.75,25394420,Heavy Vehicle
Jharkhand,1966,52.39,137909.62,2.9,84769505,Two-Wheeler
Jharkhand,1966,22.69,191552.56,2.9,30174654,Four-Wheeler
Jharkhand,1966,56.61,164170.3,2.9,99251381,Heavy Vehicle
Jharkhand,1967,48.51,9560.88,3.05,1677509,Two-Wheeler
Jharkhand,1967,94.06,112359.26,3.05,86149134,Four-Wheeler
Jharkhand,1967,23.34,184899.75,3.05,14601996,Heavy Vehicle
Jharkhand,1968,36.65,166943.45,3.2,2814167,Two-Wheeler
Jharkhand,1968,93.39,120416.86,3.2,69046343,Four-Wheeler
Jharkhand,1968,99.61,48845.64,3.2,7945038,Heavy Vehicle
Jharkhand,1969,42.97,84626.44,3.35,2767519,Two-Wheeler
Jharkhand,1969,73.0,41585.0,3.35,65229225,Four-Wheeler
Jharkhand,1969,8.27,33873.96,3.35,66636397,Heavy Vehicle
Jharkhand,1970,39.29,100455.14,3.5,71662659,Two-Wheeler
Jharkhand,1970,76.34,49401.77,3.5,9001915,Four-Wheeler
Jharkhand,1970,56.1,30852.51,3.5,13477360,Heavy Vehicle
Jharkhand,1971,87.3,90967.7,3.75,82017568,Two-Wheeler
Jharkhand,1971,62.51,173034.74,3.75,52045607,Four-Wheeler
Jharkhand,1971,81.71,162307.29,3.75,87827611,Heavy Vehicle
Jharkhand,1972,76.8,199812.25,4.0,22856833,Two-Wheeler
Jharkhand,1972,67.23,66485.82,4.0,91843644,Four-Wheeler
Jharkhand,1972,52.41,20874.63,4.0,32523742,Heavy Vehicle
Jharkhand,1973,93.55,18525.84,4.25,48251943,Two-Wheeler
Jharkhand,1973,99.07,101936.43,4.25,91224907,Four-Wheeler
Jharkhand,1973,58.02,158448.83,4.25,92961138,Heavy Vehicle
Jharkhand,1974,4.04,168400.53,4.5,10986361,Two-Wheeler
Jharkhand,1974,12.71,53445.65,4.5,84935702,Four-Wheeler
Jharkhand,1974,75.22,127076.97,4.5,3979307,Heavy Vehicle
Jharkhand,1975,43.72,67352.94,4.75,755596,Two-Wheeler
Jharkhand,1975,39.24,106357.11,4.75,59321675,Four-Wheeler
Jharkhand,1975,63.54,148522.34,4.75,86432522,Heavy Vehicle
Jharkhand,1976,91.89,84380.45,5.0,1864843,Two-Wheeler
Jharkhand,1976,20.15,183275.31,5.0,44967883,Four-Wheeler
Jharkhand,1976,62.7,163339.79,5.0,2430739,Heavy Vehicle
Jharkhand,1977,41.22,58212.1,5.25,58295171,Two-Wheeler
Jharkhand,1977,80.64,57226.44,5.25,47640211,Four-Wheeler
Jharkhand,1977,62.6,48311.97,5.25,27213969,Heavy Vehicle
Jharkhand,1978,28.39,62927.75,5.5,90236005,Two-Wheeler
Jharkhand,1978,80.77,52160.22,5.5,56568413,Four-Wheeler
Jharkhand,1978,85.58,35963.37,5.5,98380150,Heavy Vehicle
Jharkhand,1979,97.51,94283.87,5.75,34855998,Two-Wheeler
Jharkhand,1979,1.97,111979.78,5.75,10585438,Four-Wheeler
Jharkhand,1979,73.24,193447.39,5.75,71391985,Heavy Vehicle
Jharkhand,1980,51.96,74677.56,6.0,87964334,Two-Wheeler
Jharkhand,1980,32.67,30898.38,6.0,91917983,Four-Wheeler
Jharkhand,1980,25.72,180655.9,6.0,22218155,Heavy Vehicle
Jharkhand,1981,96.88,73446.71,6.2,15130200,Two-Wheeler
Jharkhand,1981,92.36,42133.1,6.2,98186110,Four-Wheeler
Jharkhand,1981,82.56,189282.02,6.2,4828698,Heavy Vehicle
Jharkhand,1982,43.35,162133.28,6.4,50205672,Two-Wheeler
Jharkhand,1982,77.55,128192.04,6.4,92898949,Four-Wheeler
Jharkhand,1982,58.96,94996.07,6.4,30562781,Heavy Vehicle
Jharkhand,1983,97.88,10660.26,6.6,54781506,Two-Wheeler
Jharkhand,1983,53.68,88569.93,6.6,87000238,Four-Wheeler
Jharkhand,1983,24.07,14302.8,6.6,13563357,Heavy Vehicle
Jharkhand,1984,51.08,152981.78,6.8,79283205,Two-Wheeler
Jharkhand,1984,75.12,10396.82,6.8,98442626,Four-Wheeler
Jharkhand,1984,25.54,156352.82,6.8,92812038,Heavy Vehicle
Jharkhand,1985,52.36,23351.73,7.0,18875848,Two-Wheeler
Jharkhand,1985,18.59,197199.28,7.0,11035291,Four-Wheeler
Jharkhand,1985,65.0,6397.5,7.0,2499727,Heavy Vehicle
Jharkhand,1986,12.62,12313.47,7.2,31203616,Two-Wheeler
Jharkhand,1986,61.23,136848.51,7.2,60860183,Four-Wheeler
Jharkhand,1986,5.16,90253.33,7.2,28913298,Heavy Vehicle
Jharkhand,1987,22.73,131534.48,7.4,99193912,Two-Wheeler
Jharkhand,1987,51.7,123209.75,7.4,98638603,Four-Wheeler
Jharkhand,1987,18.58,108450.77,7.4,65544940,Heavy Vehicle
Jharkhand,1988,84.06,41239.96,7.6,80762570,Two-Wheeler
Jharkhand,1988,67.39,165426.27,7.6,87592121,Four-Wheeler
Jharkhand,1988,20.13,23929.12,7.6,75636330,Heavy Vehicle
Jharkhand,1989,31.02,182847.31,7.8,49884229,Two-Wheeler
Jharkhand,1989,97.85,15736.01,7.8,33923176,Four-Wheeler
Jharkhand,1989,93.56,154284.1,7.8,28097473,Heavy Vehicle
Jharkhand,1990,21.92,179580.38,8.0,66877416,Two-Wheeler
Jharkhand,1990,68.71,92803.72,8.0,58834426,Four-Wheeler
Jharkhand,1990,24.24,127883.41,8.0,41435836,Heavy Vehicle
Jharkhand,1991,33.75,159938.81,9.4,59343202,Two-Wheeler
Jharkhand,1991,47.87,146741.08,9.4,10029927,Four-Wheeler
Jharkhand,1991,87.69,99089.39,9.4,59354758,Heavy Vehicle
Jharkhand,1992,85.88,34013.03,10.8,86890894,Two-Wheeler
Jharkhand,1992,96.84,106885.11,10.8,35069576,Four-Wheeler
Jharkhand,1992,79.65,85142.02,10.8,50280904,Heavy Vehicle
Jharkhand,1993,0.22,13337.4,12.2,12961695,Two-Wheeler
Jharkhand,1993,35.14,132993.79,12.2,66345036,Four-Wheeler
Jharkhand,1993,0.78,86838.45,12.2,13617491,Heavy Vehicle
Jharkhand,1994,64.72,9655.0,13.6,35897880,Two-Wheeler
Jharkhand,1994,4.15,22503.22,13.6,66231598,Four-Wheeler
Jharkhand,1994,4.62,108501.64,13.6,50067661,Heavy Vehicle
Jharkhand,1995,27.66,43690.74,15.0,45692063,Two-Wheeler
Jharkhand,1995,56.25,31346.04,15.0,771790,Four-Wheeler
Jharkhand,1995,67.46,73534.28,15.0,9257215,Heavy Vehicle
Jharkhand,1996,10.84,126740.08,16.4,77845912,Two-Wheeler
Jharkhand,1996,83.12,103017.45,16.4,69196462,Four-Wheeler
Jharkhand,1996,12.18,34991.75,16.4,63110039,Heavy Vehicle
Jharkhand,1997,65.47,109576.3,17.8,73676369,Two-Wheeler
Jharkhand,1997,7.39,110046.81,17.8,26112402,Four-Wheeler
Jharkhand,1997,14.75,40983.54,17.8,61004223,Heavy Vehicle
Jharkhand,1998,73.7,109292.02,19.2,71799353,Two-Wheeler
Jharkhand,1998,56.26,146328.29,19.2,49614463,Four-Wheeler
Jharkhand,1998,71.69,67243.29,19.2,6759923,Heavy Vehicle
Jharkhand,1999,23.0,95640.18,20.6,12897882,Two-Wheeler
Jharkhand,1999,38.29,165173.88,20.6,54321053,Four-Wheeler
Jharkhand,1999,19.76,146527.85,20.6,90737885,Heavy Vehicle
Jharkhand,2000,70.62,16145.51,22.0,40868547,Two-Wheeler
Jharkhand,2000,65.09,135949.81,22.0,2517609,Four-Wheeler
Jharkhand,2000,55.2,67310.74,22.0,34346532,Heavy Vehicle
Jharkhand,2001,75.95,13642.44,24.8,22317547,Two-Wheeler
Jharkhand,2001,79.87,199883.34,24.8,98256779,Four-Wheeler
Jharkhand,2001,60.15,104451.94,24.8,60471838,Heavy Vehicle
Jharkhand,2002,17.66,167463.05,27.6,97681471,Two-Wheeler
Jharkhand,2002,66.14,199781.79,27.6,85380432,Four-Wheeler
Jharkhand,2002,35.29,39806.85,27.6,68185048,Heavy Vehicle
Jharkhand,2003,51.5,22800.63,30.4,22001272,Two-Wheeler
Jharkhand,2003,23.26,28436.03,30.4,21997490,Four-Wheeler
Jharkhand,2003,7.04,153814.35,30.4,39971045,Heavy Vehicle
Jharkhand,2004,33.36,54990.3,33.2,24326066,Two-Wheeler
Jharkhand,2004,71.09,189609.21,33.2,35864491,Four-Wheeler
Jharkhand,2004,39.24,101325.36,33.2,20373488,Heavy Vehicle
Jharkhand,2005,26.01,98463.71,36.0,44662008,Two-Wheeler
Jharkhand,2005,14.8,161438.07,36.0,43456138,Four-Wheeler
Jharkhand,2005,46.93,19023.71,36.0,99996191,Heavy Vehicle
Jharkhand,2006,17.32,102283.51,38.8,69465444,Two-Wheeler
Jharkhand,2006,2.55,185600.35,38.8,96679161,Four-Wheeler
Jharkhand,2006,91.75,180101.75,38.8,55446643,Heavy Vehicle
Jharkhand,2007,48.39,15899.42,41.6,29702328,Two-Wheeler
Jharkhand,2007,66.52,38140.6,41.6,33153332,Four-Wheeler
Jharkhand,2007,90.48,136610.26,41.6,41294426,Heavy Vehicle
Jharkhand,2008,57.18,107657.28,44.4,15031581,Two-Wheeler
Jharkhand,2008,26.53,177514.15,44.4,32842350,Four-Wheeler
Jharkhand,2008,64.88,48699.68,44.4,10017371,Heavy Vehicle
Jharkhand,2009,24.73,15962.77,47.2,6752167,Two-Wheeler
Jharkhand,2009,96.09,180291.03,47.2,94921546,Four-Wheeler
Jharkhand,2009,70.7,28746.34,47.2,58098027,Heavy Vehicle
Jharkhand,2010,71.61,100946.88,50.0,56317167,Two-Wheeler
Jharkhand,2010,21.25,87338.36,50.0,56163666,Four-Wheeler
Jharkhand,2010,40.33,103040.3,50.0,80333389,Heavy Vehicle
Jharkhand,2011,9.06,11569.63,52.0,12086818,Two-Wheeler
Jharkhand,2011,14.62,77472.92,52.0,85034648,Four-Wheeler
Jharkhand,2011,53.08,30990.74,52.0,79467535,Heavy Vehicle
Jharkhand,2012,80.24,41013.66,54.0,12208589,Two-Wheeler
Jharkhand,2012,98.54,118391.82,54.0,34189333,Four-Wheeler
Jharkhand,2012,45.54,145776.04,54.0,40876436,Heavy Vehicle
Jharkhand,2013,20.11,27182.36,56.0,5722208,Two-Wheeler
Jharkhand,2013,32.12,146475.03,56.0,44446777,Four-Wheeler
Jharkhand,2013,35.08,159187.86,56.0,5964714,Heavy Vehicle
Jharkhand,2014,81.14,124310.38,58.0,65358050,Two-Wheeler
Jharkhand,2014,49.42,194128.32,58.0,28242234,Four-Wheeler
Jharkhand,2014,69.82,76790.46,58.0,85346449,Heavy Vehicle
Jharkhand,2015,29.79,4020.02,60.0,23729335,Two-Wheeler
Jharkhand,2015,37.48,9891.04,60.0,73078922,Four-Wheeler
